SL. No.,State/UT,District,Murder,Attempt to Commit Murder,C.H. Not Amounting to Murder,Rape,Kidnapping & Abduction Total,Kidnapping & Abduction Of Women & Girls,Kidnapping & Abduction Of Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Other IPC Crimes,Total Cognizable Crimes Under IPC
27,Uttar Pradesh,Gorakhpur,130,129,21,27,77,23,54,30,3,92,397,822,214,66,75,3,1936,4049
28,Uttar Pradesh,Hamirpur,156,77,13,17,31,8,23,13,1,79,174,242,73,10,21,0,839,1746
29,Uttar Pradesh,Hardoi,217,233,16,68,81,72,9,21,5,145,299,618,97,60,28,13,2311,4212
30,Uttar Pradesh,Haridwar,78,85,13,23,61,31,30,8,3,58,189,526,76,23,36,4,758,1941
31,Uttar Pradesh,Jalaun,103,58,28,12,50,24,26,13,0,59,193,339,98,36,59,0,1281,2329
32,Uttar Pradesh,Jaunpur,79,76,33,12,25,15,10,27,19,27,177,240,109,12,18,2,1184,2040
33,Uttar Pradesh,Jhansi,118,74,61,16,25,23,2,13,3,52,293,410,101,17,51,0,1399,2633
34,Uttar Pradesh,Kanpur Dehat,241,114,10,33,74,45,29,53,5,163,224,464,158,35,27,0,1523,3124
35,Uttar Pradesh,Kanpur Nagar,271,259,21,31,185,105,80,34,14,240,641,1909,319,299,276,149,2849,7137
36,Uttar Pradesh,kheri,241,152,16,66,76,75,1,52,13,173,257,731,149,67,70,1,1409,3446
37,Uttar Pradesh,Lalitpur,35,18,13,31,4,4,0,2,0,17,76,179,82,24,15,0,852,1348
38,Uttar Pradesh,Lucknow,209,239,22,68,140,6,134,47,9,236,981,3189,301,265,346,11,3513,9576
39,Uttar Pradesh,Maharajganj,55,51,10,15,18,12,6,17,3,23,74,108,68,6,18,6,426,898
40,Uttar Pradesh,Mainpuri,144,109,10,9,32,17,15,16,0,103,175,319,89,47,55,0,906,2014
41,Uttar Pradesh,Mathura,177,120,17,22,71,34,37,27,1,70,180,458,157,56,71,0,1049,2476
42,Uttar Pradesh,Mau,46,36,12,13,12,12,0,9,6,10,91,130,33,17,24,0,509,948
43,Uttar Pradesh,Meerut,458,517,55,64,230,108,122,79,12,370,745,2376,396,212,228,11,2801,8554
44,Uttar Pradesh,Mirzapur,78,54,17,8,17,12,5,13,12,30,153,266,58,30,20,0,762,1518
45,Uttar Pradesh,Moradabad,313,325,46,41,134,64,70,39,14,172,462,1301,201,98,86,3,2423,5658
46,Uttar Pradesh,Muzaffaranagar,414,263,27,49,182,56,126,53,9,197,241,1039,191,63,58,0,1456,4242
47,Uttar Pradesh,Nainital,123,109,14,31,70,7,63,42,1,101,213,669,120,55,46,1,1240,2835
48,Uttar Pradesh,Pauri Garhwal,20,18,3,2,13,13,0,5,1,18,79,141,35,14,7,0,357,713
49,Uttar Pradesh,Pilibhit,150,96,13,30,51,37,14,14,2,72,122,350,40,24,26,0,937,1927
50,Uttar Pradesh,Pithoragarh,13,15,3,7,3,0,3,0,0,9,31,53,27,9,7,1,205,383
51,Uttar Pradesh,Pratapgarh,91,136,54,17,41,34,7,9,4,83,213,311,188,29,43,5,1136,2360
52,Uttar Pradesh,Raibareilly,123,66,23,34,46,46,0,35,5,83,326,514,130,26,26,0,1316,2753
53,Uttar Pradesh,Rampur,127,124,20,20,63,4,59,24,3,105,172,451,66,31,29,1,873,2109
54,Uttar Pradesh,Saharanpur,180,243,35,30,152,81,71,26,2,137,305,925,253,53,64,36,1513,3954
55,Uttar Pradesh,Shahjahanpur,254,204,30,45,69,62,7,20,3,169,169,668,100,49,62,0,1408,3250
56,Uttar Pradesh,Sidharth nagar,21,16,3,5,17,13,4,12,0,18,97,125,52,15,12,1,451,845
57,Uttar Pradesh,Sitapur,278,205,32,48,95,95,0,31,7,133,416,866,121,41,31,0,1697,4001
58,Uttar Pradesh,Sonbhadra,25,14,10,7,12,1,11,1,11,6,43,104,32,13,19,1,399,697
59,Uttar Pradesh,Sultanpur,119,108,26,14,35,25,10,22,8,71,207,389,106,33,36,2,1209,2385
60,Uttar Pradesh,Tehri Garhwal,24,15,7,6,3,0,3,4,0,13,59,54,30,13,9,2,161,400
61,Uttar Pradesh,Unnao,251,167,39,56,66,44,22,31,2,153,418,579,145,41,48,1,2140,4137
62,Uttar Pradesh,Uttarkashi,8,14,0,2,9,9,0,0,0,3,37,32,10,16,10,8,111,260
63,Uttar Pradesh,Varanasi,226,241,35,22,89,34,55,42,10,117,456,1146,218,123,113,38,2057,4933
64,Uttar Pradesh,G.R.P,58,19,7,10,30,15,15,29,3,132,15,5154,45,120,78,5,937,6642
65,Uttar Pradesh,Total,10589,9054,1543,1787,4423,2522,1901,1778,362,6663,17541,45491,9273,3792,3886,403,86883,203488
1,West Bengal,24 Parganas North,147,72,47,78,140,92,48,58,22,70,110,3716,706,65,137,2,3781,9151
2,West Bengal,24 Parganas South,176,28,45,70,132,93,39,41,17,66,101,3129,967,49,32,0,2014,6867
3,West Bengal,Bankura,58,0,8,21,12,9,3,24,1,19,19,376,248,0,2,0,579,1367
4,West Bengal,Birbhum,64,12,16,31,30,18,12,17,7,37,30,571,362,10,24,0,832,2043
5,West Bengal,Burdwan,167,26,66,37,55,42,13,51,21,80,71,1775,509,20,57,0,2805,5740
6,West Bengal,Calcutta,70,118,12,33,123,96,27,38,29,163,228,5405,467,294,650,104,4472,12206
7,West Bengal,Coochbehar,42,3,16,51,43,26,17,11,1,19,53,327,162,3,9,0,913,1653
8,West Bengal,Darjeeling,62,17,33,16,26,22,4,18,5,38,38,669,96,33,34,8,836,1929
9,West Bengal,Dinajpur Dakshin,35,3,13,14,24,17,7,13,0,10,9,329,120,0,0,1,855,1426
10,West Bengal,Dinajpur Uttar,58,15,15,22,32,20,12,27,0,8,25,607,137,0,12,0,809,1767
11,West Bengal,Hooghly,87,35,38,41,49,43,6,29,11,48,49,1311,477,29,45,1,1805,4055
12,West Bengal,Howrah,73,46,13,25,34,23,11,11,10,47,63,1303,334,85,78,0,1648,3770
13,West Bengal,Jalpaiguri,146,20,57,42,32,12,20,24,2,44,35,788,170,20,24,0,924,2328
14,West Bengal,Malda,82,4,33,44,39,25,14,30,3,25,20,387,127,0,3,0,949,1746
15,West Bengal,Midnapur,118,0,50,52,71,55,16,31,0,51,98,1329,878,0,0,0,2457,5135
16,West Bengal,Murshidabad,120,52,64,39,78,42,36,53,9,62,4,1028,268,7,26,0,1907,3737
17,West Bengal,Nadia,109,2,50,78,87,65,22,27,0,19,40,1198,432,3,16,0,1984,4045
18,West Bengal,Purulia,71,0,8,18,15,8,7,15,4,24,25,599,182,5,13,0,774,1753
19,West Bengal,Total,1685,453,584,712,1022,708,314,518,142,830,1038,24847,6642,623,1162,116,30344,70718
1,A & N Island,A & N Island,10,10,0,4,3,3,0,0,0,5,88,84,15,6,7,2,430,664
1,Chandigarh,Chandigarh,14,15,7,6,31,24,7,0,0,9,177,906,31,22,95,1,629,1943
1,D & N Haveli,D & N Haveli,4,1,0,0,4,3,1,1,0,1,20,27,14,3,0,0,246,321
1,Daman & Diu,Daman,3,1,0,0,2,0,2,5,0,0,20,29,20,5,1,1,92,179
2,Daman & Diu,Diu,1,0,0,1,0,0,0,0,0,0,2,4,8,0,3,0,24,43
2,Daman & Diu,Total,4,1,0,1,2,0,2,5,0,0,22,33,28,5,4,1,116,222
1,Delhi,Central,27,42,9,29,67,49,18,3,1,35,95,1088,24,75,91,31,1151,2768
2,Delhi,East,50,45,12,25,130,91,39,3,3,37,154,951,20,48,48,4,1329,2859
3,Delhi,I.G.I.Airport,0,1,0,1,3,1,2,0,0,0,2,87,1,7,490,0,50,642
4,Delhi,New Delhi,12,12,1,6,31,17,14,1,1,12,58,1354,10,33,171,7,946,2655
5,Delhi,North,32,54,7,33,78,51,27,2,4,36,124,1788,21,139,131,6,1663,4118
6,Delhi,North East,70,73,2,25,123,100,23,1,6,34,122,701,14,20,39,4,1302,2536
7,Delhi,North West,107,85,8,43,126,95,31,6,5,57,229,996,32,56,79,2,2081,3912
8,Delhi,South,72,59,20,67,104,73,31,8,2,62,323,2593,40,110,126,12,2990,6588
9,Delhi,South West,49,38,7,24,45,31,14,0,0,21,204,1267,34,85,64,2,1849,3689
10,Delhi,West,60,62,15,53,104,69,35,3,0,31,154,1638,21,44,69,9,3551,5814
11,Delhi,G.R.P.,8,1,2,0,6,3,3,0,0,1,0,698,2,17,10,22,249,1016
12,Delhi,Total,487,472,83,306,817,580,237,27,22,326,1465,13161,219,634,1318,99,17161,36597
1,Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,0,8,17,1,0,0,0,22,48
1,Pondicherry,Pondicherry,35,13,2,7,8,5,3,0,0,7,105,1080,59,13,23,13,1914,3279
Total (All-India),Total (All-India),Total (All-India),38240,29725,3890,12218,19830,14058,5772,9357,1102,24354,123020,320434,93838,17039,30079,3728,903082,1629936
