SL. No.,State/UT,District,Murder,Attempt to Commit Murder,C.H. Not Amounting To Murder,Rape,Kidnapping & Abduction Total,Kidnapping & Abduction of Women & Girls,Kidnapping & Abduction of Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Other IPC Crimes,Total Cognizable Crimes Under IPC
23,Uttar Pradesh,Firozabad,76,123,8,11,72,49,23,16,0,70,115,366,127,27,34,0,1300,2345
24,Uttar Pradesh,Ghaziabad,346,489,11,65,167,91,76,28,7,231,496,1946,284,178,201,12,2889,7350
25,Uttar Pradesh,Ghazipur,80,71,17,19,21,21,0,12,1,55,259,312,156,25,11,0,957,1996
26,Uttar Pradesh,Gonda,153,159,15,22,94,74,20,34,2,78,419,606,124,37,73,4,1573,3393
27,Uttar Pradesh,Gorakhpur,151,133,29,21,64,18,46,26,7,95,408,825,245,87,48,1,1966,4106
28,Uttar Pradesh,Hamirpur,171,114,11,30,29,15,14,17,1,75,200,296,78,14,16,0,969,2021
29,Uttar Pradesh,Hardoi,250,205,17,68,61,50,11,23,11,127,246,530,117,58,23,0,2118,3854
30,Uttar Pradesh,Haridwar,86,91,14,18,53,27,26,13,2,57,153,504,79,40,42,3,750,1905
31,Uttar Pradesh,Jalaun,95,61,28,16,27,8,19,14,3,45,161,274,72,25,28,0,1010,1859
32,Uttar Pradesh,Jaunpur,101,75,12,13,25,13,12,17,7,39,204,303,127,12,14,46,1109,2104
33,Uttar Pradesh,Jhansi,116,75,20,30,47,36,11,16,2,57,288,354,115,32,53,0,1348,2553
34,Uttar Pradesh,Kanpur Dehat,252,122,17,30,73,36,37,49,2,172,208,449,156,51,39,0,1585,3205
35,Uttar Pradesh,Kanpur Nagar,297,216,25,31,211,117,94,30,6,193,415,1593,204,300,254,109,2692,6576
36,Uttar Pradesh,khiri,204,148,22,79,117,86,31,63,1,151,282,772,150,44,62,0,1610,3705
37,Uttar Pradesh,Lalitpur,33,17,8,35,25,20,5,2,0,11,98,136,42,12,23,0,747,1189
38,Uttar Pradesh,Lucknow,284,282,28,60,175,138,37,51,13,292,1045,3437,361,299,340,2,3739,10408
39,Uttar Pradesh,Maharajganj,60,39,9,23,31,26,5,20,2,26,20,148,83,8,15,2,668,1154
40,Uttar Pradesh,Mainpuri,151,118,8,14,58,34,24,17,1,87,106,259,88,28,33,0,909,1877
41,Uttar Pradesh,Mathura,171,146,12,40,74,38,36,27,0,88,152,388,151,64,45,3,1228,2589
42,Uttar Pradesh,Mau,42,39,18,18,21,21,0,11,1,24,124,176,61,14,39,8,612,1208
43,Uttar Pradesh,Meerut,484,504,50,75,210,128,82,42,27,243,568,1794,294,128,142,1,2782,7344
44,Uttar Pradesh,Mirzapur,83,57,11,7,19,16,3,13,1,42,123,235,52,33,24,0,621,1321
45,Uttar Pradesh,Moradabad,338,298,42,59,248,60,188,38,2,200,392,1331,258,95,98,0,2442,5841
46,Uttar Pradesh,Muzaffaranagar,398,301,16,61,208,72,136,42,2,221,251,884,262,65,63,2,2027,4803
47,Uttar Pradesh,Nainital,125,108,10,30,57,57,0,25,5,65,284,674,265,56,56,4,1196,2960
48,Uttar Pradesh,Padrona,90,78,18,10,16,11,5,21,8,26,142,172,88,10,93,0,702,1474
49,Uttar Pradesh,Pauri Garhwal,16,15,5,2,8,8,0,9,0,20,53,96,42,9,6,0,107,388
50,Uttar Pradesh,Pilibhit,138,86,13,33,65,58,7,16,0,76,120,267,60,22,39,1,953,1889
51,Uttar Pradesh,Pithoragarh,7,5,2,3,5,5,0,5,0,11,30,50,47,6,0,0,358,529
52,Uttar Pradesh,Pratapgarh,118,156,24,30,44,8,36,26,11,80,194,322,213,33,42,1,1445,2739
53,Uttar Pradesh,Raibareilly,141,85,26,64,51,36,15,31,1,61,333,521,122,34,32,0,1420,2922
54,Uttar Pradesh,Rampur,152,153,12,25,56,36,20,19,0,109,184,507,60,23,28,1,901,2230
55,Uttar Pradesh,Saharanpur,178,225,14,25,102,50,52,17,2,89,188,640,168,54,57,3,1271,3033
56,Uttar Pradesh,Shahjahanpur,248,229,51,60,87,48,39,21,1,114,177,598,118,39,53,0,1356,3152
57,Uttar Pradesh,Sidharth nagar,31,18,8,8,19,19,0,12,0,7,129,138,45,22,13,3,517,970
58,Uttar Pradesh,Sitapur,202,170,36,91,110,108,2,29,3,186,361,890,185,63,63,0,2191,4580
59,Uttar Pradesh,Sonbhadra,34,6,8,12,8,8,0,2,1,6,41,94,18,14,14,0,334,592
60,Uttar Pradesh,Sultanpur,142,117,23,27,38,38,0,41,0,92,251,435,116,44,36,2,1437,2801
61,Uttar Pradesh,Tehri Garhwal,15,35,5,2,8,8,0,10,0,21,49,72,47,8,19,1,241,533
62,Uttar Pradesh,Unnao,237,175,37,71,64,51,13,49,1,161,426,605,198,54,39,3,2233,4353
63,Uttar Pradesh,Uttarkashi,8,9,1,1,0,0,0,2,0,8,35,32,15,7,4,1,107,230
64,Uttar Pradesh,Varanasi,166,190,25,16,60,20,40,15,5,115,343,842,177,62,46,6,1570,3638
65,Uttar Pradesh,G.R.P,67,26,7,14,22,16,6,43,4,179,13,5036,49,126,85,1,956,6628
66,Uttar Pradesh,Total,10776,9541,1371,2078,4798,2796,2002,1740,238,6506,16822,43143,9594,3615,3722,284,90475,204703
1,West Bengal,24 Parganas North,149,114,59,81,128,90,38,47,28,79,128,3090,723,81,163,6,3569,8455
2,West Bengal,24 Parganas South,192,39,40,74,140,109,31,48,8,78,70,2637,988,18,57,3,2118,6510
3,West Bengal,Bankura,58,8,22,13,25,11,14,15,0,18,14,380,161,3,3,0,563,1283
4,West Bengal,Birbhum,81,27,14,27,33,18,15,37,5,17,43,491,360,14,27,0,859,2035
5,West Bengal,Burdwan,161,36,68,43,67,52,15,57,38,87,70,1608,399,24,49,0,2892,5599
6,West Bengal,Calcutta,77,124,22,36,90,71,19,35,33,154,174,4897,413,257,630,34,4425,11401
7,West Bengal,Coochbehar,32,9,14,55,47,23,24,20,0,21,59,305,149,5,3,1,1091,1811
8,West Bengal,Dakshin Dinajpur,31,0,31,9,28,19,9,10,0,7,12,423,99,0,3,0,932,1585
9,West Bengal,Darjeeling,67,24,26,16,27,23,4,16,0,31,24,537,52,28,28,7,835,1718
10,West Bengal,Hooghly,91,28,51,43,75,47,28,30,0,51,32,1248,516,40,104,1,2030,4340
11,West Bengal,Howrah,75,41,19,33,31,22,9,11,12,44,51,1248,320,82,63,0,1698,3728
12,West Bengal,Jalpaiguri,136,22,68,39,41,26,15,26,0,33,37,713,130,19,16,8,1071,2359
13,West Bengal,Malda,97,15,20,25,61,25,36,36,11,29,26,409,105,0,0,3,1055,1892
14,West Bengal,Midnapur,155,0,37,68,112,86,26,45,0,43,90,1203,919,2,47,2,2665,5388
15,West Bengal,Murshidabad,148,55,57,38,71,48,23,44,0,47,23,897,235,2,23,1,2024,3665
16,West Bengal,Nadia,120,5,66,98,102,80,22,19,0,22,51,947,354,0,0,0,1947,3731
17,West Bengal,Purulia,75,0,7,13,26,13,13,22,3,21,20,544,139,25,20,1,785,1701
18,West Bengal,Uttar Dinajpur,72,13,25,22,24,20,4,35,0,9,21,491,85,10,13,0,921,1741
19,West Bengal,Total,1817,560,646,743,1128,783,345,553,138,791,945,22068,6147,610,1249,67,31480,68942
1,A & N Island,A & N Island,14,4,0,4,4,3,1,0,0,1,68,61,21,8,6,0,356,547
1,Chandigarh,Chandigarh,22,15,5,6,55,45,10,0,0,8,178,967,46,27,99,0,671,2099
1,D & N Haveli,D & N Haveli,7,3,0,2,6,5,1,1,0,4,24,61,30,5,0,0,345,488
1,Daman & Diu,Daman,3,2,0,0,1,0,1,2,0,2,28,26,20,2,4,0,83,173
2,Daman & Diu,Diu,0,0,0,1,0,0,0,0,0,1,9,7,4,2,0,2,24,50
3,Daman & Diu,Total,3,2,0,1,1,0,1,2,0,3,37,33,24,4,4,2,107,223
1,Delhi,Central,32,48,12,30,76,46,30,0,2,35,93,1163,17,62,95,39,1336,3040
2,Delhi,East,44,42,11,30,148,108,40,2,1,40,199,835,25,29,44,9,1241,2700
3,Delhi,I.G.I.Airport,4,2,0,0,6,5,1,0,0,0,5,88,0,12,495,0,60,672
4,Delhi,New Delhi,7,8,1,7,31,18,13,0,0,15,78,1251,13,29,174,4,964,2582
5,Delhi,North,29,54,7,35,93,59,34,0,2,38,75,1503,15,107,153,15,1694,3820
6,Delhi,North East,82,62,5,25,117,77,40,4,1,33,141,635,3,21,30,2,1505,2666
7,Delhi,North West,80,82,16,49,173,119,54,2,3,64,295,1291,16,59,109,1,2507,4747
8,Delhi,South,90,75,15,55,175,128,47,10,3,84,339,2808,50,105,136,11,2816,6772
9,Delhi,South West,55,38,7,39,117,77,40,0,0,19,276,1241,20,57,58,9,1892,3828
10,Delhi,West,54,67,9,38,112,71,41,1,2,42,158,1698,10,47,85,2,3760,6085
11,Delhi,G.R.P (RLY.),15,1,1,1,7,5,2,0,0,7,1,977,3,50,4,7,237,1311
12,Delhi,Total,492,479,84,309,1055,713,342,19,14,377,1660,13490,172,578,1383,99,18012,38223
1,Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,0,3,20,8,1,0,0,20,52
1,Pondicherry,Pondicherry,25,20,0,4,8,7,1,0,0,4,123,789,41,1,16,11,1802,2844
Grand Total,Grand Total,Total (All-India),38577,30020,3946,13208,20983,14087,6896,9271,946,23933,121536,303564,94344,16523,31207,2851,924342,1635251
