States/ UTs,District,Murder (Sec.302 & 303 IPC),Attempt To Commit Murder (Sec.307 IPC),C.H. Not Amounting to Murder (Sec.304 &308 IPC),Rape (Sec.376 IPC) - Total,Rape (Sec.376 IPC) - Custodial,Rape (Sec.376 IPC) - Other,"Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Total","Kidnapping & Abduction (Sec.363-369,371-373 IPC) of Women & Girls","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Others",Dacoity (Sec.395 to 398 IPC),Preparation & Assembly for Dacoity (Sec. 399 –402 IPC),"Robbery (Sec. 392 – 394, 397 & 398 IPC)","Burglary (Sec. 449 – 452, 454, 455, 457 –460 IPC)",Theft (Sec. 379 -382 IPC) - Total,Theft (Sec. 379 -382 IPC) - Auto theft,Theft (Sec. 379 -382 IPC) - Other theft,"Riots (Sec. 143- 145, 147- 151, 153, 153A, 153B, 157, 158, 160 IPC)",Criminal Breach of Trust (Sec. 406 – 409 IPC),"Cheating (Sec. 419, 420 IPC)","Counter- Feiting (Sec. 231-254, 489A- 489D IPC)","Arson (Sec. 435,436, 438 IPC)","Hurt (Sec. 323- 333, 335-338 IPC)",Dowry Death (Sec. 304B IPC),Molestation (Sec. 354 IPC),Sexual Harassment (Sec. 509 IPC),Cruelty by Husband & Relatives (Sec. 498A IPC),Importation of Girls (Sec. 366B IPC),Causing Death by Negligence (Sec. 304A IPC),Other IPC Crime,Total Cog. Crime Under IPC
Madhya Pradesh,Guna,53,29,13,72,0,72,14,13,1,3,9,16,123,261,89,172,70,16,25,0,8,767,9,134,16,25,0,140,1313,3116
Madhya Pradesh,Gwalior,98,120,23,42,0,42,62,47,15,10,9,161,928,1897,1285,612,121,39,97,2,31,1287,24,126,17,139,0,231,3640,9104
Madhya Pradesh,Harda,20,24,0,18,0,18,9,7,2,0,0,13,106,117,48,69,16,0,0,0,0,449,6,42,39,0,0,0,346,1205
Madhya Pradesh,Hoshangabad,52,41,0,64,0,64,19,14,5,2,1,32,180,427,163,264,21,6,10,0,14,498,16,130,19,44,0,0,1986,3562
Madhya Pradesh,Indore,125,197,2,122,0,122,61,46,15,7,8,354,1227,4660,3340,1320,223,43,102,5,55,1588,35,343,63,369,0,426,9572,19587
Madhya Pradesh,Indore RLY.,3,2,0,3,0,3,0,0,0,0,0,8,1,189,0,189,2,0,3,0,0,10,1,5,1,0,0,0,109,337
Madhya Pradesh,Jabalpur,69,111,6,127,0,127,52,40,12,1,5,148,458,1065,156,909,123,15,96,8,16,2223,42,288,67,146,0,157,5634,10857
Madhya Pradesh,Jabalpur RLY.,4,2,3,1,0,1,1,1,0,3,0,5,5,218,4,214,2,0,5,0,0,6,0,7,1,0,0,0,102,365
Madhya Pradesh,Jhabua,19,20,4,31,0,31,18,18,0,5,0,16,47,113,59,54,22,4,7,0,15,314,4,32,0,9,0,0,827,1507
Madhya Pradesh,Katni,33,26,4,48,0,48,7,5,2,0,0,14,117,217,94,123,30,7,32,1,7,1219,18,97,7,57,0,119,904,2964
Madhya Pradesh,Khandwa,36,35,0,52,0,52,12,10,2,4,0,18,234,317,102,215,53,6,9,0,8,43,5,154,27,37,0,91,2103,3244
Madhya Pradesh,Khargon,49,45,2,65,0,65,8,8,0,2,1,23,164,596,155,441,97,13,17,0,16,279,23,154,23,42,0,127,2398,4144
Madhya Pradesh,Mandla,34,16,0,47,0,47,3,2,1,1,0,4,78,59,14,45,4,0,10,0,2,347,4,87,14,25,0,74,1113,1922
Madhya Pradesh,Mandsaur,45,32,0,40,0,40,19,15,4,6,3,36,120,332,66,266,54,33,13,1,21,259,15,128,4,56,0,144,1999,3360
Madhya Pradesh,Morena,59,75,2,26,0,26,35,21,14,5,5,74,182,490,272,218,115,2,23,1,5,1914,32,73,1,73,0,128,1742,5062
Madhya Pradesh,Narsinghpur,48,41,5,61,0,61,5,2,3,0,0,26,104,197,76,121,22,2,21,0,18,993,14,100,16,44,0,115,633,2465
Madhya Pradesh,Neemuch,24,14,2,19,0,19,12,3,9,0,4,9,134,274,102,172,73,47,25,1,7,645,0,45,14,28,0,75,630,2082
Madhya Pradesh,Panna,34,17,0,28,0,28,7,6,1,0,0,14,148,86,22,64,3,1,6,0,9,303,17,77,0,26,0,62,866,1704
Madhya Pradesh,Raisen,42,42,0,67,0,67,24,17,7,0,1,17,93,223,53,170,34,0,2,0,6,373,19,150,0,35,0,155,2072,3355
Madhya Pradesh,Rajgarh,38,63,1,83,0,83,28,22,6,2,3,19,115,323,88,235,98,11,18,0,50,336,10,166,36,136,0,138,3001,4675
Madhya Pradesh,Ratlam,43,44,0,63,0,63,16,14,2,2,1,29,112,290,92,198,42,63,26,0,24,365,11,105,11,57,0,112,2072,3488
Madhya Pradesh,Rewa,52,42,0,82,0,82,27,26,1,0,1,56,509,606,232,374,65,19,54,0,24,873,26,124,7,67,0,190,2355,5179
Madhya Pradesh,Sagar,83,90,0,119,0,119,31,28,3,2,6,61,421,551,203,348,101,6,26,0,47,3032,37,349,38,154,0,200,2815,8169
Madhya Pradesh,Satna,62,50,2,102,0,102,20,15,5,5,6,64,418,577,275,302,40,9,22,2,23,982,32,207,9,137,0,259,2770,5798
Madhya Pradesh,Seoni,41,23,1,61,0,61,16,14,2,0,0,7,110,109,35,74,32,4,18,0,5,295,7,103,14,21,0,117,1567,2551
Madhya Pradesh,Shahdol,31,12,4,47,0,47,13,13,0,2,0,36,219,200,49,151,17,6,21,0,11,237,16,139,9,57,0,0,1882,2959
Madhya Pradesh,Shajapur,27,44,4,57,0,57,16,13,3,4,5,44,167,464,128,336,59,15,25,0,34,1289,12,161,34,77,0,118,1155,3811
Madhya Pradesh,Sheopur,9,19,0,13,0,13,10,5,5,0,0,17,32,59,16,43,38,1,21,1,6,498,0,32,2,19,0,29,433,1239
Madhya Pradesh,Shivpuri,74,47,2,64,0,64,31,24,7,4,6,46,205,257,88,169,58,12,16,0,37,1093,16,128,3,53,0,171,1781,4104
Madhya Pradesh,Sidhi,30,12,0,37,0,37,17,17,0,0,1,20,172,170,18,152,51,1,13,0,5,380,18,83,5,30,0,97,1225,2367
Madhya Pradesh,Sihore,28,47,1,57,0,57,20,18,2,7,4,18,136,332,92,240,41,4,26,0,21,389,8,89,16,57,0,146,1956,3403
Madhya Pradesh,Singrauli,26,17,2,40,0,40,13,12,1,2,1,5,131,171,21,150,25,3,10,0,5,344,22,87,1,27,0,77,1093,2102
Madhya Pradesh,Tikamgarh,46,28,3,35,0,35,13,10,3,4,0,30,145,160,46,114,55,8,13,0,28,750,25,107,2,36,0,86,1461,3035
Madhya Pradesh,Ujjain,60,122,3,78,0,78,32,25,7,9,5,147,415,1154,437,717,158,22,76,5,34,1142,23,215,37,158,0,174,4695,8764
Madhya Pradesh,Umariya,22,10,50,25,0,25,6,2,4,0,0,4,72,95,30,65,14,3,10,0,9,163,5,60,7,13,0,4,687,1259
Madhya Pradesh,Vidisha,40,45,2,93,0,93,14,13,1,2,2,19,243,379,117,262,54,12,43,0,15,783,24,205,25,63,0,110,2180,4353
Madhya Pradesh,Total,2322,2282,204,2937,0,2937,929,736,193,160,124,2234,11072,24583,10533,14050,2768,570,1368,47,898,36344,805,6445,758,3185,0,6008,100513,206556
Maharashtra,Ahmednagar,134,107,1,49,0,49,51,33,18,55,5,117,558,1472,506,966,553,41,226,19,49,727,0,125,4,537,0,623,1617,7070
Maharashtra,Akola,54,72,2,26,0,26,35,33,2,8,3,54,249,1002,119,883,157,24,102,7,38,723,7,111,61,153,0,116,1128,4132
Maharashtra,Amravati Commr.,18,30,1,22,0,22,10,9,1,4,1,35,228,633,133,500,89,26,50,8,4,358,4,41,10,85,0,78,704,2439
Maharashtra,Amravati Rural,75,27,3,47,0,47,18,18,0,10,1,33,238,1003,76,927,119,24,35,1,58,829,3,137,33,146,0,194,1116,4150
Maharashtra,Aurangabad Commr.,39,38,0,21,0,21,38,30,8,2,11,71,245,975,355,620,241,25,128,3,11,473,4,51,16,138,0,131,791,3452
Maharashtra,Aurangabad Rural,56,36,2,21,0,21,11,7,4,21,7,50,215,487,109,378,285,13,53,1,36,764,39,65,9,226,0,260,690,3347
Maharashtra,Beed,61,34,4,26,0,26,39,22,17,45,8,85,336,617,188,429,485,25,75,1,52,1010,11,92,11,332,0,270,881,4500
Maharashtra,Bhandara,28,14,3,26,0,26,14,13,1,7,1,19,218,617,76,541,107,17,102,5,29,384,0,69,18,73,0,146,948,2845
Maharashtra,Buldhana,54,47,1,36,0,36,28,25,3,23,1,44,266,851,119,732,262,43,60,3,68,798,9,153,39,250,0,217,1241,4494
Maharashtra,Chandrapur,51,47,6,37,0,37,34,28,6,5,5,37,257,920,133,787,145,30,55,4,64,666,14,112,146,221,0,256,1344,4456
Maharashtra,Dhule,54,38,1,10,0,10,8,8,0,64,3,19,215,384,123,261,226,9,75,3,14,391,3,32,8,196,0,255,775,2783
Maharashtra,Gadchiroli,56,33,1,22,0,22,13,11,2,4,1,11,88,123,17,106,23,17,12,2,56,211,2,30,7,46,0,81,356,1195
Maharashtra,Gondia,35,14,0,38,0,38,14,13,1,3,0,18,177,355,86,269,61,17,45,2,35,350,3,84,25,58,0,121,568,2023
Maharashtra,Hingoli,43,29,3,17,0,17,10,9,1,13,1,34,82,166,27,139,143,4,33,0,21,407,7,54,6,99,0,110,469,1751
Maharashtra,Jalgaon,83,57,0,42,0,42,29,19,10,19,1,47,214,777,162,615,304,72,228,3,27,677,18,107,29,456,0,367,1344,4901
Maharashtra,Jalna,58,33,0,16,0,16,13,10,3,15,6,56,169,346,84,262,196,13,114,0,26,531,27,53,7,309,0,157,687,2832
Maharashtra,Kolhapur,59,26,2,34,0,34,30,18,12,33,2,47,289,943,335,608,302,99,232,4,21,585,17,76,13,153,0,339,1092,4398
Maharashtra,Latur,74,28,0,22,0,22,29,29,0,16,1,46,235,503,158,345,261,15,75,4,47,839,77,74,0,187,0,222,926,3681
Maharashtra,Mumbai Commr.,210,132,0,218,0,218,189,116,73,35,27,328,2846,12972,4068,8904,377,481,2025,124,22,4155,11,436,121,502,0,709,6850,32770
Maharashtra,Mumbai RLY.,8,1,0,4,0,4,8,2,6,5,1,36,0,1938,0,1938,24,7,29,2,0,46,1,12,0,0,0,0,100,2222
Maharashtra,Nagpur Commr.,100,57,4,53,0,53,43,28,15,14,41,321,941,2062,871,1191,258,77,336,21,16,773,7,91,71,237,0,269,2869,8661
Maharashtra,Nagpur RLY.,5,7,0,1,0,1,3,2,1,10,1,17,1,1010,13,997,19,1,8,10,0,27,0,8,2,0,0,1,116,1247
Maharashtra,Nagpur Rural,77,45,5,37,0,37,24,20,4,11,1,37,236,891,118,773,138,37,66,5,43,691,7,89,32,95,0,471,1529,4567
Maharashtra,Nanded,88,57,5,23,0,23,29,22,7,32,2,64,345,477,143,334,311,17,117,2,41,1133,8,77,6,252,0,213,1479,4778
Maharashtra,Nandurbar,30,14,1,11,0,11,10,8,2,3,1,21,49,224,69,155,111,11,35,1,5,259,1,21,7,93,0,130,463,1501
Maharashtra,Nasik Commr.,43,31,0,14,0,14,34,21,13,22,2,78,523,1353,668,685,186,28,166,11,10,276,5,42,10,141,0,293,545,3813
Maharashtra,Nasik Rural,90,55,1,36,0,36,33,17,16,32,5,36,175,559,156,403,374,56,113,11,11,761,5,61,24,287,0,560,1195,4480
Maharashtra,Navi Mumbai,61,39,0,12,0,12,26,14,12,20,20,118,430,1722,918,804,194,58,199,8,5,443,1,31,11,72,0,376,840,4686
Maharashtra,Osmanabad,53,25,1,22,0,22,22,19,3,37,0,28,174,395,100,295,171,23,136,0,33,546,2,80,7,183,0,223,911,3072
Maharashtra,Parbhani,49,37,4,12,0,12,17,11,6,22,2,71,228,355,101,254,201,13,56,2,31,969,15,56,6,204,0,129,288,2767
Maharashtra,Pune Commr.,137,141,5,92,0,92,110,80,30,37,39,379,1395,5509,3262,2247,530,82,600,30,21,1328,7,113,73,273,0,642,2924,14467
Maharashtra,Pune RLY.,2,2,0,1,0,1,1,1,0,4,0,10,1,378,0,378,7,0,5,1,0,5,1,3,0,0,0,1,33,455
Maharashtra,Pune Rural,146,77,26,66,0,66,46,30,16,34,15,89,588,1400,696,704,357,59,191,7,23,874,13,104,30,189,0,1027,1822,7183
Maharashtra,Raigad,43,31,3,17,0,17,6,5,1,15,2,14,112,320,68,252,143,27,59,12,2,253,5,33,10,41,0,321,592,2061
Maharashtra,Ratnagiri,18,15,1,26,0,26,15,12,3,4,1,10,118,236,45,191,91,27,61,1,27,196,0,33,27,55,0,152,447,1561
Maharashtra,Sangli,46,27,6,42,0,42,21,13,8,5,5,25,217,615,217,398,176,19,166,4,28,385,12,67,14,140,0,316,573,2909
Maharashtra,Satara,60,27,6,30,0,30,21,14,7,24,5,73,404,1099,351,748,252,62,134,11,32,482,3,66,26,164,0,427,1226,4634
Maharashtra,Sindhudurg,6,7,1,8,0,8,2,2,0,0,0,4,85,120,18,102,36,10,23,1,15,121,0,34,15,14,0,73,220,795
Maharashtra,Solapur Commr.,17,15,1,24,0,24,12,8,4,3,3,32,119,464,212,252,57,11,97,4,2,192,0,17,3,66,0,97,448,1684
Maharashtra,Solapur Rural,88,59,0,63,0,63,48,37,11,27,7,82,290,682,190,492,303,30,90,7,53,686,9,101,0,241,0,451,1403,4720
Maharashtra,Thane Commr.,99,76,2,74,0,74,103,72,31,20,19,132,1210,2514,1157,1357,381,121,592,39,20,1393,12,149,46,384,0,390,1703,9479
Maharashtra,Thane Rural,147,39,1,71,0,71,50,36,14,30,11,70,602,1101,396,705,310,48,159,9,37,841,7,128,24,134,0,709,1264,5792
Maharashtra,Wardha,36,27,3,26,0,26,26,22,4,6,1,42,258,841,77,764,158,23,62,4,74,808,5,128,36,116,0,176,1513,4369
Maharashtra,Washim,30,29,0,20,0,20,22,18,4,8,1,36,119,469,50,419,117,18,33,4,25,421,2,59,18,110,0,93,588,2222
Maharashtra,Yavatmal,74,55,5,43,0,43,34,33,1,4,4,55,259,980,130,850,147,20,38,4,56,955,6,114,30,171,0,280,1565,4899
Maharashtra,Total,2795,1837,111,1558,0,1558,1379,998,381,811,274,3031,16004,52860,16900,35960,9388,1880,7296,405,1288,29742,390,3619,1091,7829,0,12472,50183,206243
Manipur,Bishnupur,16,43,0,3,0,3,14,11,3,0,23,0,9,35,9,26,6,0,13,1,2,37,0,16,0,4,0,0,105,327
Manipur,Chandel,13,10,0,0,0,0,2,0,2,0,2,0,2,3,0,3,0,0,1,0,4,20,0,0,0,0,0,0,17,74
Manipur,Churachandpur,18,5,1,2,0,2,5,0,5,0,2,0,9,14,6,8,0,0,6,1,2,2,0,0,0,0,0,0,64,131
Manipur,CID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Manipur,Imphal East,30,103,1,9,0,9,43,24,19,0,78,1,15,78,25,53,4,5,39,0,4,59,0,14,0,5,0,0,237,725
Manipur,Imphal West,42,192,2,12,0,12,60,31,29,0,55,0,27,219,138,81,18,17,38,1,15,86,1,22,0,7,0,1,376,1191
Manipur,Senapati,14,6,0,2,0,2,6,0,6,0,12,3,4,23,2,21,6,0,0,0,1,10,0,0,0,0,0,1,51,139
Manipur,Tamenglong,3,3,0,0,0,0,2,0,2,0,2,0,0,4,1,3,1,0,0,0,0,2,0,0,0,0,0,0,10,27
Manipur,Thoubal,46,126,0,9,0,9,44,21,23,1,35,3,8,62,42,20,11,1,46,0,10,81,0,5,0,12,0,0,148,648
Manipur,Ukhrul,5,10,0,1,0,1,0,0,0,0,3,0,2,8,0,8,2,0,17,0,3,4,0,0,0,0,0,0,30,85
Manipur,Total,187,498,4,38,0,38,176,87,89,1,212,7,76,446,223,223,48,24,161,3,41,301,1,57,0,28,0,2,1038,3349
Meghalaya,Garo Hills East,10,5,3,1,0,1,10,2,8,8,0,3,10,27,6,21,2,0,1,1,0,10,0,1,0,0,0,0,38,130
Meghalaya,Garo Hills South,4,1,0,2,0,2,2,0,2,5,0,1,1,12,0,12,0,0,1,0,0,0,0,0,0,0,0,0,8,37
Meghalaya,Garo Hills West,16,20,1,10,0,10,9,4,5,11,0,14,29,142,25,117,5,3,13,5,13,75,0,21,3,13,0,16,114,533
Meghalaya,Jaintia Hills,38,5,0,18,0,18,7,4,3,5,0,11,23,86,26,60,0,9,10,2,5,40,0,7,0,0,0,17,56,339
Meghalaya,Khasi Hills East,30,16,2,34,0,34,19,10,9,9,0,29,96,307,66,241,0,15,72,2,8,57,2,14,1,19,0,31,133,896
Meghalaya,Khasi Hills West,13,7,0,16,0,16,5,3,2,21,0,3,8,24,2,22,1,5,1,0,0,10,0,2,0,0,0,0,38,154
Meghalaya,Ri-bhoi,15,1,0,7,0,7,4,2,2,4,0,4,1,71,12,59,0,0,6,0,2,12,0,9,0,0,0,0,93,229
Meghalaya,Total,126,55,6,88,0,88,56,25,31,63,0,65,168,669,137,532,8,32,104,10,28,204,2,54,4,32,0,64,480,2318
Mizoram,Aizawl,12,7,4,39,0,39,1,0,1,0,0,3,157,393,22,371,1,23,36,11,4,42,0,36,0,4,0,30,173,976
Mizoram,Champhai,4,1,0,7,0,7,1,0,1,0,0,0,27,72,0,72,0,3,4,0,1,10,0,5,0,0,0,3,13,151
Mizoram,Kolasib,2,1,1,9,0,9,4,1,3,3,0,1,34,84,0,84,0,1,3,1,1,10,0,11,0,1,0,7,43,217
Mizoram,Lawngtlai,3,1,0,8,0,8,0,0,0,0,0,0,18,32,0,32,0,0,6,2,1,11,0,2,0,0,0,0,63,147
Mizoram,Lunglei,8,0,0,8,0,8,2,0,2,0,0,2,53,100,4,96,0,5,6,1,8,17,0,13,0,0,0,8,34,265
Mizoram,Mamit,1,0,1,2,0,2,1,0,1,1,0,0,17,17,0,17,0,1,1,0,2,5,0,3,0,0,0,3,7,62
Mizoram,Saiha,2,0,0,0,0,0,0,0,0,0,0,0,13,18,0,18,0,0,1,0,1,13,0,1,0,0,0,0,29,78
Mizoram,Serchhip,3,0,0,4,0,4,0,0,0,0,0,0,19,31,1,30,0,1,0,0,0,10,0,7,0,0,0,2,16,93
Mizoram,Total,35,10,6,77,0,77,9,1,8,4,0,6,338,747,27,720,1,34,57,15,18,118,0,78,0,5,0,53,378,1989
Nagaland,Dimapur,64,13,1,6,0,6,31,5,26,2,0,66,66,182,135,47,0,12,15,0,6,8,0,11,0,2,0,30,43,558
Nagaland,Kiphire,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,21
Nagaland,Kohima,27,7,1,6,0,6,5,0,5,2,0,11,22,43,33,10,0,3,7,3,0,9,0,1,0,2,0,0,32,181
Nagaland,Longleng,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,9
Nagaland,Mokokchung,15,3,8,1,0,1,3,0,3,0,0,2,12,16,6,10,2,0,2,1,1,4,0,0,0,0,0,8,4,82
Nagaland,Mon,12,5,2,1,0,1,0,0,0,0,0,2,4,23,2,21,0,0,2,0,0,2,0,1,0,0,0,1,29,84
Nagaland,Peren,4,2,0,1,0,1,0,0,0,0,0,1,3,4,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,18
Nagaland,Phek,9,8,1,2,0,2,1,0,1,1,0,0,2,8,0,8,0,0,1,0,0,4,0,1,0,0,0,0,17,55
Nagaland,Tuensang,3,0,0,1,0,1,0,0,0,0,0,2,5,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,22,36
Nagaland,Wokha,5,5,0,0,0,0,4,2,2,1,0,1,0,42,2,40,2,1,2,0,6,10,0,1,1,0,0,4,10,95
Nagaland,Zunheboto,0,2,0,1,0,1,0,0,0,0,0,1,11,19,3,16,0,0,1,0,0,8,0,0,0,0,0,0,20,63
Nagaland,Total,143,47,13,19,0,19,44,7,37,6,0,87,127,345,182,163,4,16,31,4,14,46,0,15,1,4,0,44,192,1202
Orissa,Angul,53,64,0,47,0,47,49,41,8,17,4,62,129,380,67,313,149,9,24,0,27,21,16,186,11,61,0,170,1064,2543
Orissa,Balasore,31,44,1,50,0,50,47,44,3,12,4,37,201,321,84,237,34,47,53,3,29,1258,27,76,24,217,0,3,284,2803
Orissa,Baragarh,35,77,0,29,0,29,8,7,1,4,1,29,78,150,25,125,100,4,39,0,17,68,9,64,6,14,0,138,643,1513
Orissa,Berhampur,12,51,0,23,0,23,22,16,6,4,6,29,77,128,46,82,45,11,33,1,20,190,4,90,9,9,0,71,224,1059
Orissa,Bhadrak,34,20,13,58,0,58,46,39,7,8,0,23,68,107,18,89,36,10,46,3,18,34,16,73,27,106,0,60,1272,2078
Orissa,Bolangir,30,41,0,34,0,34,24,19,5,7,0,33,98,161,41,120,98,9,50,1,16,149,12,132,8,18,0,74,839,1834
Orissa,Boudh,10,8,0,5,0,5,2,2,0,1,0,2,16,23,2,21,41,8,1,0,19,180,3,61,3,9,0,0,71,463
Orissa,Cuttack,26,38,0,35,0,35,35,34,1,7,0,44,117,199,27,172,37,8,43,1,22,66,31,16,3,124,0,271,1178,2301
Orissa,DCP Bbsr,51,58,2,36,0,36,45,24,21,14,10,106,334,1216,578,638,68,13,243,4,12,768,23,61,7,38,0,164,783,4056
Orissa,DCP CTC,14,21,51,18,0,18,21,17,4,15,8,66,138,581,248,333,27,7,51,0,4,55,15,18,3,55,0,269,475,1912
Orissa,Deogarh,16,47,0,13,0,13,8,6,2,4,0,10,21,37,3,34,26,3,8,0,9,193,5,96,3,36,0,42,109,686
Orissa,Dhenkanal,50,54,1,26,0,26,24,20,4,11,0,47,80,155,28,127,91,5,41,0,21,66,19,187,9,31,0,90,824,1832
Orissa,Gajapati,14,15,0,8,0,8,4,3,1,5,0,3,22,15,4,11,78,4,6,1,43,82,2,52,6,3,0,23,95,481
Orissa,Ganjam,68,142,2,48,0,48,45,33,12,14,9,61,163,141,36,105,133,25,27,0,34,432,13,259,16,12,0,133,349,2126
Orissa,Jagatsinghpur,24,9,0,25,0,25,29,27,2,4,1,29,78,154,26,128,33,7,44,0,9,123,20,22,0,51,0,149,573,1384
Orissa,Jajpur,74,66,0,36,0,36,64,62,2,11,0,47,91,243,61,182,55,22,39,0,8,835,40,98,15,109,0,101,266,2220
Orissa,Jharsuguda,27,29,7,12,0,12,12,8,4,14,1,44,102,288,76,212,59,11,16,0,15,346,6,67,8,35,0,105,327,1531
Orissa,Kalahandi,24,15,0,38,0,38,29,29,0,6,0,29,55,71,16,55,95,8,39,0,13,185,3,82,5,27,0,61,575,1360
Orissa,Kandhamal,27,30,0,46,0,46,15,11,4,4,0,16,60,45,1,44,759,4,82,2,374,25,3,70,2,39,0,0,27,1630
Orissa,Kendrapara,53,8,0,30,0,30,31,31,0,15,2,41,74,103,22,81,39,1,21,0,11,4,32,8,1,93,0,4,828,1399
Orissa,Keonjhar,91,152,0,66,0,66,58,46,12,14,0,87,78,280,81,199,92,30,33,1,18,27,22,203,27,34,0,471,516,2300
Orissa,Khurda,19,11,0,25,0,25,33,33,0,11,0,35,86,132,20,112,26,3,11,0,6,0,0,14,1,0,0,0,967,1380
Orissa,Koraput,51,52,3,47,0,47,28,27,1,14,0,35,71,135,23,112,98,6,24,0,8,9,3,113,7,45,0,84,636,1469
Orissa,Malkangir,46,34,1,12,0,12,8,7,1,4,0,5,12,46,11,35,20,2,5,0,7,50,0,33,5,10,0,22,62,384
Orissa,Mayurbhanj,83,65,0,90,0,90,51,45,6,10,0,32,97,252,32,220,24,16,44,3,14,462,27,200,23,58,0,155,742,2448
Orissa,Nayagarh,33,8,0,34,0,34,25,21,4,12,1,27,57,100,12,88,35,6,20,1,13,432,10,7,5,85,0,7,196,1114
Orissa,Nowrangpur,26,29,0,26,0,26,21,19,2,5,0,10,37,83,23,60,53,4,6,1,6,45,0,79,16,32,0,24,337,840
Orissa,Nuapada,11,8,0,14,0,14,17,11,6,2,0,7,42,70,10,60,30,7,8,0,7,20,2,59,4,37,0,30,345,720
Orissa,Puri,25,33,0,37,0,37,31,18,13,11,0,125,173,398,95,303,83,3,53,0,15,51,13,24,7,87,0,270,1491,2930
Orissa,Rayagada,24,10,3,19,0,19,14,10,4,8,0,11,39,72,5,67,58,9,19,1,22,0,6,54,1,23,0,136,186,715
Orissa,Rourkela,54,39,0,38,0,38,23,19,4,2,11,65,117,316,82,234,38,11,57,1,3,338,5,98,5,66,0,90,870,2247
Orissa,Sambalpur,49,55,0,33,0,33,13,12,1,20,6,72,172,327,67,260,95,10,37,1,14,210,6,82,4,39,0,139,993,2377
Orissa,Sonepur,7,28,0,15,0,15,3,3,0,1,0,5,31,71,5,66,23,3,6,0,3,14,1,24,2,8,0,27,183,455
Orissa,SRP(Cuttack),2,3,0,1,0,1,4,1,3,1,1,14,8,320,55,265,0,1,4,0,0,32,0,6,0,0,0,0,107,504
Orissa,SRP(Rourkela),8,2,0,1,0,1,2,2,0,0,0,9,13,136,25,111,3,2,1,0,0,2,0,3,1,1,0,8,112,304
Orissa,Sundargarh,48,49,0,38,0,38,17,15,2,13,2,48,65,163,20,143,40,13,10,1,12,241,7,65,8,6,0,144,367,1357
Orissa,Total,1250,1415,84,1113,0,1113,908,762,146,305,67,1345,3100,7419,1975,5444,2721,342,1244,26,869,7013,401,2782,282,1618,0,3535,18916,56755
Punjab,Amritsar,46,71,9,15,0,15,54,44,10,1,25,21,142,466,211,255,0,20,321,6,5,245,6,25,11,66,0,99,673,2327
Punjab,Amritsar Rural,29,39,2,10,0,10,23,17,6,1,4,2,40,68,9,59,0,4,94,3,6,107,6,5,2,27,0,61,160,693
Punjab,Barnala,24,33,2,12,0,12,7,6,1,1,1,4,43,60,11,49,0,7,49,2,1,149,1,11,0,10,0,66,222,705
Punjab,Batala,13,12,5,20,0,20,19,13,6,2,1,2,67,92,28,64,0,1,113,1,0,203,6,9,0,46,0,58,133,803
Punjab,Bhatinda,44,63,6,20,0,20,44,28,16,1,6,15,253,431,214,217,1,12,134,5,14,275,4,29,5,39,0,1,804,2206
Punjab,Faridkot,17,20,2,15,0,15,13,10,3,1,0,3,65,140,60,80,0,4,73,1,3,183,1,9,0,16,0,1,328,895
Punjab,Fatehgarh Sahib,17,11,3,13,0,13,16,9,7,0,2,2,62,161,42,119,0,11,91,0,0,151,0,5,1,31,0,139,282,998
Punjab,Ferozpur,56,68,3,30,0,30,30,22,8,0,4,6,127,320,162,158,0,15,169,6,8,461,8,29,0,39,0,120,493,1992
Punjab,G.R.P.,11,2,2,1,0,1,0,0,0,1,0,1,0,45,10,35,0,0,15,1,0,32,4,2,0,0,0,0,284,401
Punjab,Gurdaspur,20,21,37,24,0,24,25,21,4,0,0,0,45,142,47,95,0,9,49,3,0,107,9,15,0,28,0,159,245,938
Punjab,Hoshiarpur,33,49,4,35,0,35,22,17,5,2,1,7,90,181,55,126,0,7,124,3,6,356,13,21,0,73,0,182,320,1529
Punjab,Jalandhar,72,105,7,51,0,51,110,83,27,2,12,15,306,745,303,442,0,18,401,12,10,594,10,52,0,133,0,220,1011,3886
Punjab,Kapurthala,23,70,5,24,0,24,23,14,9,5,15,17,125,289,50,239,0,4,160,1,1,214,4,19,0,27,0,103,340,1469
Punjab,Khanna,21,16,4,12,0,12,19,12,7,6,1,6,80,177,60,117,0,3,94,3,0,135,7,5,0,28,0,203,269,1089
Punjab,Ludhiana,73,69,10,46,0,46,115,78,37,5,21,17,217,577,300,277,0,23,278,4,2,292,10,36,21,92,0,277,963,3148
Punjab,Ludhiana Rural,16,20,4,14,0,14,21,12,9,0,4,2,53,120,36,84,0,9,46,2,0,131,4,4,5,19,0,60,255,789
Punjab,Mansa,31,42,6,13,0,13,11,9,2,1,2,3,62,78,28,50,0,9,41,0,1,225,3,6,0,12,0,0,278,824
