Category,States/ UTs,District,Murder (Sec.302&303 IPC),Attempt to Commit Murder (Sec.307 IPC),C.H. not Amounting to Murder (Sec.304&308 IPC),Rape (Sec.376 IPC) - Total,Rape (Sec.376 IPC) - Custodial,Rape (Sec.376 IPC) - Other,"Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Total","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - of Women & Girls","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Others",Dacoity (Sec.395 to 398 IPC),Preparation & Assembly for Dacoity (Sec. 399 - 402 IPC),"Robbery (Sec. 392 - 394, 397 & 398 IPC)","Burglary (Sec. 449 - 452, 454, 455, 457 - 460 IPC)",Theft (Sec. 379 -382 IPC) - Total,Theft (Sec. 379 -382 IPC) - Auto theft,Theft (Sec. 379 -382 IPC) - Other theft,"Riots (Sec. 143- 145, 147- 151, 153, 153A, 153B, 157, 158, 160 IPC)",Criminal Breach of Trust (Sec. 406 - 409 IPC),"Cheating (Sec. 419, 420 IPC)","CounterFeiting (Sec. 231-254, 489A- 489D IPC)","Arson (Sec. 435,436, 438 IPC)","Hurt (Sec. 323- 333, 335-338 IPC)",Dowry Death (Sec. 304B IPC),Molestation (Sec. 354 IPC),Sexual Harassment (Sec. 509 IPC),Cruelty by Husband & Relatives (Sec. 498A IPC),Importation of Girls (Sec. 366B IPC),Causing Death by Negligence (Sec. 304A IPC),Other IPC Crime,Total Cog. Crime Under IPC
State,Madhya Pradesh,Dhar,78,58,5,82,0,82,22,18,4,2,6,19,140,465,182,283,75,25,131,0,30,679,35,157,17,56,0,187,2351,4620
State,Madhya Pradesh,Dindori,15,3,3,23,0,23,0,0,0,1,0,1,35,14,9,5,7,3,3,0,1,122,3,27,1,4,0,37,272,575
State,Madhya Pradesh,Guna,39,28,7,80,0,80,3,2,1,2,10,22,212,263,68,195,57,22,32,0,16,772,4,166,23,45,0,153,1545,3501
State,Madhya Pradesh,Gwalior,70,139,19,74,0,74,68,46,22,4,11,198,1049,1623,982,641,186,34,95,2,22,1242,33,170,20,130,0,248,4401,9838
State,Madhya Pradesh,Harda,17,23,0,38,0,38,12,7,5,0,0,20,64,158,67,91,15,9,5,0,7,446,5,41,14,34,0,0,510,1418
State,Madhya Pradesh,Hoshangabad,41,48,0,52,0,52,23,23,0,0,1,33,157,394,130,264,25,0,16,0,0,481,11,110,12,59,0,0,1711,3174
State,Madhya Pradesh,Indore,111,151,4,102,0,102,49,35,14,6,3,175,936,3363,2130,1233,198,44,113,4,61,1613,21,276,55,319,0,427,8843,16874
State,Madhya Pradesh,Indore Rly.,3,0,1,4,0,4,0,0,0,0,0,5,0,146,0,146,0,2,4,0,0,11,0,7,0,0,0,0,109,292
State,Madhya Pradesh,Jabalpur,81,156,0,77,0,77,40,31,9,1,5,104,554,1035,590,445,145,10,141,7,24,3194,42,290,65,144,0,233,4597,10945
State,Madhya Pradesh,Jabalpur Rly.,2,1,3,1,0,1,0,0,0,0,2,7,2,227,1,226,3,2,0,0,0,3,0,5,4,0,0,0,135,397
State,Madhya Pradesh,Jhabua,109,51,3,35,0,35,14,14,0,2,0,14,76,140,44,96,28,1,7,0,27,550,3,66,0,16,0,0,1153,2295
State,Madhya Pradesh,Katni,37,22,2,44,0,44,15,8,7,1,1,14,106,186,93,93,18,7,33,0,7,1207,22,129,11,58,0,119,878,2917
State,Madhya Pradesh,Khandwa,19,45,2,64,0,64,14,13,1,1,0,15,279,408,92,316,62,9,15,0,9,41,4,152,30,60,0,89,1852,3170
State,Madhya Pradesh,Khargon,45,49,0,63,0,63,12,8,4,1,0,13,173,501,92,409,73,10,128,0,18,554,27,154,20,52,0,136,2171,4200
State,Madhya Pradesh,Mandla,27,8,0,47,0,47,6,6,0,1,1,5,100,72,21,51,8,0,10,1,5,310,3,87,8,15,0,77,862,1653
State,Madhya Pradesh,Mandsaur,30,37,0,40,0,40,21,12,9,2,0,38,142,287,82,205,59,28,19,1,30,316,6,132,9,62,0,79,1921,3259
State,Madhya Pradesh,Morena,47,92,3,39,0,39,38,24,14,15,6,67,220,409,218,191,139,2,36,0,13,1836,26,104,2,78,0,140,1788,5100
State,Madhya Pradesh,Narsinghpur,31,34,0,49,0,49,5,5,0,0,0,11,62,155,50,105,20,2,6,0,16,960,22,134,15,39,0,101,674,2336
State,Madhya Pradesh,Neemuch,18,9,0,20,0,20,11,5,6,1,1,10,147,310,91,219,41,34,21,0,10,689,3,70,12,40,0,58,889,2394
State,Madhya Pradesh,Panna,34,38,0,26,0,26,12,6,6,4,2,20,133,77,16,61,7,3,5,0,24,372,7,77,6,19,0,40,889,1795
State,Madhya Pradesh,Raisen,45,70,0,75,0,75,12,12,0,5,0,20,120,241,63,178,37,1,15,0,6,380,15,148,16,42,0,148,2303,3699
State,Madhya Pradesh,Rajgarh,25,58,0,100,0,100,22,16,6,27,1,45,153,402,94,308,91,25,16,1,87,381,12,227,34,144,0,122,3394,5367
State,Madhya Pradesh,Ratlam,35,40,1,85,0,85,14,13,1,5,3,34,138,355,110,245,36,34,32,2,21,433,5,165,35,85,0,97,2126,3781
State,Madhya Pradesh,Rewa,40,30,0,66,0,66,25,18,7,2,2,56,409,461,154,307,61,12,45,1,26,802,26,119,3,72,0,173,2258,4689
State,Madhya Pradesh,Sagar,80,101,0,115,0,115,32,30,2,0,1,50,453,557,119,438,80,10,24,0,56,3029,30,345,29,125,0,164,2913,8194
State,Madhya Pradesh,Satna,90,46,2,84,0,84,27,17,10,4,9,61,422,497,228,269,65,7,22,0,23,941,38,191,7,101,0,235,2380,5252
State,Madhya Pradesh,Seoni,40,28,3,51,0,51,7,6,1,1,0,4,96,148,52,96,37,8,30,0,7,380,8,96,23,19,0,104,1486,2576
State,Madhya Pradesh,Shahdol,29,18,1,50,0,50,8,8,0,1,2,29,196,166,37,129,15,7,18,0,10,242,10,128,9,78,0,0,1541,2558
State,Madhya Pradesh,Shajapur,35,46,4,67,0,67,15,11,4,3,6,68,198,460,134,326,62,25,26,2,20,1216,7,163,33,65,0,141,1118,3780
State,Madhya Pradesh,Sheopur,19,23,0,13,0,13,6,3,3,0,0,11,40,81,21,60,35,0,15,0,6,225,3,38,0,27,0,33,617,1192
State,Madhya Pradesh,Shivpuri,64,70,5,91,0,91,29,17,12,5,3,52,217,312,267,45,71,10,38,0,33,818,23,152,1,36,0,163,1985,4178
State,Madhya Pradesh,Sidhi,61,25,3,82,0,82,44,37,7,4,1,31,335,307,36,271,59,9,41,2,13,637,24,184,10,80,0,138,2514,4604
State,Madhya Pradesh,Sihore,35,45,0,56,0,56,17,15,2,3,0,14,168,317,75,242,54,4,16,0,14,456,9,94,9,38,0,137,1674,3160
State,Madhya Pradesh,Tikamgarh,56,35,1,63,0,63,18,15,3,4,1,35,175,207,32,175,69,3,20,0,32,1014,14,148,0,39,0,80,1498,3512
State,Madhya Pradesh,Ujjain,70,131,4,79,0,79,33,29,4,7,7,123,387,970,299,671,102,36,72,1,24,717,14,168,36,199,0,130,4442,7752
State,Madhya Pradesh,Umariya,13,12,39,37,0,37,2,1,1,0,0,6,92,81,24,57,28,2,11,0,9,163,3,68,1,20,0,5,594,1186
State,Madhya Pradesh,Vidisha,48,58,7,100,0,100,22,18,4,0,3,22,261,394,102,292,72,14,64,0,25,611,20,212,18,85,0,81,2169,4286
State,Madhya Pradesh,Total,2244,2423,155,3010,0,3010,922,701,221,143,109,1975,11230,22396,8915,13481,2648,531,1661,38,909,36643,742,6772,780,3294,0,5754,98007,202386
State,Maharashtra,Ahmednagar,99,73,2,55,0,55,37,25,12,49,5,107,458,1344,425,919,397,44,135,7,54,772,3,132,12,475,0,575,1918,6753
State,Maharashtra,Akola,38,43,1,22,0,22,17,15,2,14,1,55,257,898,121,777,117,23,56,3,28,821,3,86,48,165,0,125,1246,4067
State,Maharashtra,Amravati,30,22,0,7,0,7,18,14,4,6,1,45,237,691,118,573,99,13,52,0,11,399,3,35,16,74,0,76,808,2643
State,Maharashtra,Amravati,51,36,2,58,0,58,26,24,2,8,1,26,214,761,62,699,113,8,54,1,47,820,11,118,32,123,0,171,1011,3692
State,Maharashtra,Aurangabad Commr.,37,27,0,18,0,18,29,26,3,11,8,67,276,762,246,516,157,19,121,2,10,397,11,57,31,171,0,167,777,3155
State,Maharashtra,Aurangabad Rural,57,19,2,14,0,14,15,7,8,9,6,45,165,376,55,321,237,9,37,2,46,743,39,71,14,256,0,269,601,3032
State,Maharashtra,Beed,69,50,0,23,0,23,48,37,11,34,7,88,303,645,164,481,484,24,43,1,82,997,18,91,6,353,0,259,841,4466
State,Maharashtra,Bhandara,30,10,3,19,0,19,7,4,3,3,0,18,177,547,80,467,94,16,23,1,37,362,2,55,27,68,0,146,909,2554
State,Maharashtra,Buldhana,56,41,3,39,0,39,22,20,2,17,4,28,220,633,100,533,210,14,39,0,57,730,12,124,31,256,0,180,1064,3780
State,Maharashtra,Chandrapur,59,23,4,35,0,35,25,19,6,7,1,34,383,815,153,662,129,31,70,3,70,663,5,115,109,169,0,258,1140,4148
State,Maharashtra,Dhule,49,23,1,15,0,15,5,5,0,13,3,24,124,397,92,305,170,21,84,2,8,421,10,37,14,223,0,229,808,2681
State,Maharashtra,Gadchiroli,53,47,5,11,0,11,8,7,1,6,0,7,98,162,15,147,39,8,9,0,27,200,3,31,7,44,0,77,440,1282
State,Maharashtra,Gondia,34,14,1,32,0,32,13,13,0,9,1,22,188,314,40,274,58,6,31,2,30,330,3,71,32,51,0,88,607,1937
State,Maharashtra,Hingoli,29,16,0,9,0,9,8,7,1,6,2,24,81,167,35,132,121,6,30,0,18,449,3,45,6,98,0,83,396,1597
State,Maharashtra,Jalgaon,94,38,1,52,0,52,27,27,0,20,3,49,211,667,138,529,264,60,255,0,16,671,20,75,19,420,0,338,1299,4599
State,Maharashtra,Jalna,52,22,1,17,0,17,17,10,7,7,6,36,152,361,75,286,184,8,85,2,26,491,31,43,5,266,0,152,620,2584
State,Maharashtra,Kolhapur,65,47,1,30,0,30,16,8,8,7,5,35,242,766,268,498,231,104,231,4,11,583,16,51,24,125,0,349,1046,3989
State,Maharashtra,Latur,73,37,0,17,0,17,26,26,0,10,1,53,249,452,134,318,191,16,64,2,44,971,66,73,0,107,0,210,1175,3837
State,Maharashtra,Mumbai Commr.,230,116,2,174,0,174,179,120,59,31,42,265,2886,11670,3621,8049,260,470,1735,113,13,3781,17,365,112,380,0,778,6862,30481
State,Maharashtra,Mumbai Rly.,4,5,1,1,0,1,1,0,1,3,0,39,3,1721,2,1719,6,5,22,2,0,41,0,5,0,0,0,2,105,1966
State,Maharashtra,Nagpur Commr.,73,60,5,50,0,50,66,50,16,27,59,357,1141,2354,899,1455,242,73,309,13,20,996,7,96,51,251,0,280,3261,9791
State,Maharashtra,Nagpur Rly.,4,1,0,0,0,0,2,2,0,5,0,22,0,878,17,861,5,4,1,5,0,29,0,8,1,0,0,3,63,1031
State,Maharashtra,Nagpur Rural,71,24,1,39,0,39,24,22,2,5,11,47,232,843,82,761,117,28,66,2,43,651,7,92,41,60,0,422,1610,4436
State,Maharashtra,Nanded,83,82,6,33,0,33,40,29,11,18,6,54,317,514,128,386,307,26,121,4,54,1137,19,83,7,213,0,198,1332,4654
State,Maharashtra,Nandurbar,32,19,1,14,0,14,3,0,3,8,3,13,55,213,41,172,90,14,39,1,7,294,3,24,2,94,0,117,533,1579
State,Maharashtra,Nasik Commr.,33,26,1,7,0,7,21,17,4,5,1,50,460,1018,452,566,153,21,127,13,12,224,1,34,11,127,0,270,500,3115
State,Maharashtra,Nasik Rural,80,56,3,44,0,44,29,16,13,27,10,35,226,559,134,425,406,60,86,4,13,839,8,91,53,326,0,580,1364,4899
State,Maharashtra,Navi Mumbai,45,22,1,17,0,17,16,4,12,35,28,118,452,1704,806,898,187,66,169,8,12,460,5,32,7,53,0,440,828,4705
State,Maharashtra,Osmanabad,44,24,2,29,0,29,23,18,5,27,2,43,209,447,78,369,178,21,125,1,46,611,2,84,7,172,0,229,880,3206
State,Maharashtra,Parbhani,47,39,3,22,0,22,14,9,5,26,1,53,181,290,75,215,114,14,57,2,30,1151,8,54,6,183,0,126,322,2743
State,Maharashtra,Pune Commr.,126,126,8,66,0,66,122,93,29,37,52,232,1369,4653,2492,2161,457,74,517,12,18,1274,6,79,77,250,0,537,2726,12818
State,Maharashtra,Pune Rly.,6,0,0,0,0,0,1,0,1,4,1,7,0,316,0,316,5,2,2,1,0,11,0,0,0,0,0,0,36,392
State,Maharashtra,Pune Rural,130,51,12,59,0,59,41,25,16,37,36,73,377,1078,455,623,272,74,186,4,29,655,17,101,16,203,0,961,1832,6244
State,Maharashtra,Raigad,37,28,1,29,0,29,13,10,3,22,6,25,192,426,49,377,170,30,67,5,8,273,4,39,7,72,0,320,617,2391
State,Maharashtra,Ratnagiri,19,4,5,17,0,17,9,4,5,8,3,10,152,274,21,253,97,24,39,3,35,206,2,33,31,48,0,128,453,1600
State,Maharashtra,Sangli,74,24,0,28,0,28,18,11,7,11,2,23,182,518,134,384,148,19,132,6,30,395,11,72,3,116,0,304,535,2651
State,Maharashtra,Satara,75,26,5,43,0,43,38,26,12,19,5,73,381,966,249,717,179,35,110,5,24,480,9,59,13,256,0,377,1157,4335
State,Maharashtra,Sindhudurg,17,3,1,9,0,9,4,2,2,0,1,6,101,132,9,123,48,9,20,0,11,117,4,13,14,8,0,68,196,782
State,Maharashtra,Solapur Commr.,22,24,0,12,0,12,16,13,3,4,7,34,120,319,122,197,69,12,88,0,7,174,0,15,5,81,0,90,465,1564
State,Maharashtra,Solapur Rural,77,53,5,46,0,46,35,21,14,21,16,65,255,655,182,473,270,20,49,3,38,668,4,63,17,128,0,444,1288,4220
State,Maharashtra,Thane Commr.,120,74,4,78,0,78,110,68,42,32,34,146,1136,2479,1010,1469,323,97,477,19,24,1352,20,148,20,355,0,352,1511,8911
State,Maharashtra,Thane Rural,128,39,6,67,0,67,46,39,7,49,20,92,513,853,267,586,300,42,126,9,22,759,7,108,29,139,0,679,1234,5267
State,Maharashtra,Wardha,49,32,3,31,0,31,26,25,1,4,3,37,248,654,66,588,88,16,48,3,72,756,0,107,35,92,0,169,1553,4026
State,Maharashtra,Washim,22,19,3,14,0,14,19,18,1,6,1,22,121,395,42,353,88,9,35,0,32,489,8,62,14,131,0,99,566,2155
State,Maharashtra,Yavatmal,70,50,7,49,0,49,32,31,1,9,0,66,263,994,141,853,119,20,63,0,45,979,8,129,27,174,0,221,1624,4949
State,Maharashtra,Total,2693,1615,113,1451,0,1451,1312,967,345,716,405,2770,15607,47681,13895,33786,7993,1715,6235,270,1267,29622,436,3306,1039,7356,0,11946,50159,195707
State,Manipur,Bishnupur,31,31,1,4,0,4,9,6,3,0,9,0,5,38,6,32,11,3,9,0,3,53,0,21,0,0,0,0,139,367
State,Manipur,Chandel,16,17,0,0,0,0,2,0,2,0,3,0,2,7,1,6,2,0,3,0,3,13,0,0,0,0,0,1,19,88
State,Manipur,Churachandpur,28,5,0,1,0,1,6,1,5,0,0,0,11,46,3,43,2,1,4,1,0,1,0,0,0,0,0,0,51,157
State,Manipur,Imphal East,41,89,0,1,0,1,28,19,9,0,81,1,7,70,13,57,13,1,6,0,15,68,0,4,0,1,0,0,182,608
State,Manipur,Imphal West,61,130,0,7,0,7,64,37,27,1,42,3,30,228,100,128,18,11,40,2,16,138,0,28,0,11,0,0,408,1238
State,Manipur,Senapati,17,15,0,1,0,1,8,2,6,0,10,5,0,12,0,12,6,0,2,1,14,5,0,0,0,0,0,0,49,145
State,Manipur,Tamenglong,3,4,0,0,0,0,2,0,2,0,0,0,0,5,1,4,2,0,0,0,1,1,0,0,0,0,0,0,20,38
State,Manipur,Thoubal,39,74,1,6,0,6,27,17,10,1,0,1,12,40,26,14,16,2,25,0,8,97,0,17,0,3,0,0,175,544
State,Manipur,Ukhrul,4,12,0,0,0,0,4,1,3,1,1,1,3,8,0,8,0,1,4,0,3,1,0,0,0,0,0,0,31,74
State,Manipur,Total,240,377,2,20,0,20,150,83,67,3,146,11,70,454,150,304,70,19,93,4,63,377,0,70,0,15,0,1,1074,3259
State,Meghalaya,Garo Hills East,9,10,1,4,0,4,6,0,6,8,0,0,20,32,0,32,22,1,0,0,6,9,0,3,0,0,0,0,28,159
State,Meghalaya,Garo Hills South,2,5,0,1,0,1,2,0,2,2,0,4,5,12,0,12,2,0,1,2,0,5,0,0,0,0,0,0,10,53
State,Meghalaya,Garo Hills West,13,6,3,4,0,4,16,10,6,10,1,6,26,57,13,44,2,3,13,5,1,28,0,12,1,4,0,10,46,267
State,Meghalaya,Jaintia Hills,43,2,0,26,0,26,3,1,2,10,0,7,21,56,2,54,0,2,6,0,5,22,0,6,0,0,0,20,85,314
State,Meghalaya,Khasi Hills East,21,19,3,32,0,32,22,10,12,9,0,30,108,270,62,208,3,9,136,5,21,56,2,11,0,13,0,38,171,979
State,Meghalaya,Khasi Hills West,16,4,1,8,0,8,2,0,2,13,0,3,14,20,0,20,2,1,5,0,0,0,0,2,0,0,0,0,36,127
State,Meghalaya,Ri-bhoi,10,3,0,7,0,7,1,1,0,3,0,6,9,53,14,39,2,1,3,0,3,4,0,11,0,2,0,0,62,180
State,Meghalaya,Total,114,49,8,82,0,82,52,22,30,55,1,56,203,500,91,409,33,17,164,12,36,124,2,45,1,19,0,68,438,2079
State,Mizoram,Aizawl,18,11,3,35,0,35,3,0,3,0,0,3,216,464,60,404,1,8,42,11,22,38,0,38,0,2,0,21,120,1056
State,Mizoram,Champhai,5,2,0,12,0,12,0,0,0,0,0,0,32,65,3,62,0,1,8,2,3,10,0,3,0,0,0,2,19,164
State,Mizoram,Kolasib,9,1,0,12,0,12,1,0,1,0,0,1,47,83,0,83,0,2,3,1,7,12,0,6,0,0,0,6,57,248
State,Mizoram,Lawngtlai,5,2,0,3,0,3,0,0,0,0,0,0,20,27,0,27,0,1,3,0,0,10,0,5,0,0,0,0,48,124
State,Mizoram,Lunglei,2,1,0,9,0,9,0,0,0,0,0,1,78,90,0,90,0,3,6,0,1,4,0,7,0,0,0,0,35,237
State,Mizoram,Mamit,1,2,1,1,0,1,0,0,0,0,0,0,28,24,0,24,0,1,1,2,3,0,0,3,0,0,0,4,3,74
State,Mizoram,Saiha,2,0,0,3,0,3,0,0,0,0,0,0,19,29,0,29,0,2,0,0,0,8,0,3,0,0,0,1,36,103
State,Mizoram,Serchhip,1,2,0,8,0,8,0,0,0,0,0,0,17,26,1,25,0,2,3,0,2,3,0,1,0,0,0,0,12,77
State,Mizoram,Total,43,21,4,83,0,83,4,0,4,0,0,5,457,808,64,744,1,20,66,16,38,85,0,66,0,2,0,34,330,2083
State,Nagaland,Dimapur,30,8,0,5,0,5,7,4,3,2,0,49,64,209,161,48,1,4,15,3,2,9,0,5,1,0,0,34,62,510
State,Nagaland,Kiphire,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,11,19
State,Nagaland,Kohima,24,14,2,4,0,4,4,1,3,4,0,18,17,63,21,42,0,2,10,1,0,6,0,1,0,0,0,0,78,248
State,Nagaland,Longleng,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,13
State,Nagaland,Mokokchung,17,3,0,1,0,1,3,0,3,1,0,2,10,13,8,5,3,0,1,0,0,5,0,0,0,0,0,7,18,84
State,Nagaland,Mon,9,1,2,0,0,0,0,0,0,0,0,2,7,10,0,10,0,1,4,0,0,7,0,1,0,0,0,0,13,57
State,Nagaland,Peren,3,0,0,0,0,0,1,0,1,0,0,1,5,8,1,7,0,0,0,0,1,2,0,0,0,0,0,0,7,28
State,Nagaland,Phek,5,5,2,0,0,0,0,0,0,0,0,2,5,8,0,8,2,1,0,0,0,6,0,1,0,0,0,0,13,50
State,Nagaland,Tuensang,7,4,0,0,0,0,1,0,1,0,0,0,4,9,0,9,6,3,1,0,1,2,0,0,0,0,0,0,13,51
State,Nagaland,Wokha,8,7,0,3,0,3,0,0,0,0,0,1,1,23,2,21,2,0,1,2,1,9,0,0,0,0,0,2,6,66
State,Nagaland,Zunheboto,4,5,1,0,0,0,0,0,0,0,0,0,4,15,1,14,1,2,0,2,0,6,0,0,0,0,0,0,14,54
State,Nagaland,Total,111,50,8,13,0,13,17,6,11,7,0,75,118,360,194,166,15,13,34,8,5,52,0,8,1,0,0,43,242,1180
State,Orissa,Angul,54,71,1,38,0,38,37,29,8,11,3,61,111,370,68,302,141,9,22,0,31,86,16,199,18,43,0,148,958,2428
State,Orissa,Balasore,36,33,1,55,0,55,51,42,9,17,0,40,172,290,45,245,47,26,31,4,23,368,35,113,23,32,0,1,1399,2797
State,Orissa,Baragarh,41,47,2,18,0,18,14,10,4,3,2,33,71,170,41,129,103,3,10,1,20,37,10,63,5,9,0,163,597,1422
State,Orissa,Berhampur,16,36,0,4,0,4,8,6,2,3,5,27,91,133,52,81,37,17,47,1,10,70,9,98,4,17,0,64,359,1056
State,Orissa,Bhadrak,30,20,0,42,0,42,21,20,1,7,1,23,59,68,12,56,37,18,42,2,15,25,36,76,10,11,0,74,1117,1734
State,Orissa,Bolangir,38,61,0,53,0,53,26,22,4,7,0,37,71,143,21,122,102,10,48,1,14,88,16,144,6,18,0,67,920,1870
State,Orissa,Boudh,10,4,0,9,0,9,5,4,1,2,0,4,21,27,1,26,40,1,0,1,8,170,1,59,1,8,0,0,114,485
State,Orissa,Cuttack,42,40,0,41,0,41,68,63,5,13,6,136,261,753,261,492,104,8,79,2,23,82,48,47,13,36,0,571,1546,3919
State,Orissa,Deogarh,26,23,0,13,0,13,8,3,5,3,0,16,32,44,2,42,17,6,16,1,4,189,2,79,5,10,0,37,124,655
State,Orissa,Dhenkanal,59,53,0,35,0,35,26,24,2,9,0,54,61,193,30,163,109,13,44,0,30,82,25,197,8,20,0,85,797,1900
State,Orissa,Gajapati,12,6,0,8,0,8,10,9,1,0,0,1,28,27,5,22,24,4,11,0,4,23,2,30,2,6,0,19,235,452
State,Orissa,Ganjam,66,127,3,34,0,34,27,17,10,7,0,40,150,149,33,116,171,20,27,0,30,372,20,232,14,18,0,132,605,2244
State,Orissa,Jagatsinghpur,23,4,0,18,0,18,13,7,6,19,1,34,69,120,27,93,39,9,34,0,10,127,19,8,2,12,0,155,601,1317
State,Orissa,Jajpur,35,17,0,25,0,25,32,29,3,15,0,44,103,209,58,151,112,15,38,2,11,562,33,101,5,25,0,92,676,2152
State,Orissa,Jharsuguda,21,27,0,11,0,11,16,11,5,18,1,28,109,251,73,178,57,6,13,0,5,511,1,67,4,15,0,109,156,1426
State,Orissa,Kalahandi,30,15,0,30,0,30,23,18,5,6,0,24,59,93,11,82,67,21,77,2,6,180,12,68,8,19,0,0,562,1302
State,Orissa,Kandhamal,25,19,0,32,0,32,14,13,1,0,0,24,42,40,5,35,82,3,9,0,23,359,4,114,5,32,0,1,124,952
State,Orissa,Kendrapara,40,13,0,30,0,30,31,27,4,11,3,40,95,93,18,75,34,3,15,0,13,47,41,11,2,27,0,0,916,1465
State,Orissa,Keonjhar,81,85,0,41,0,41,35,32,3,6,0,54,82,231,57,174,88,24,38,2,24,35,21,211,10,25,0,444,354,1891
State,Orissa,Khurda,56,59,4,53,0,53,79,60,19,23,2,175,475,1310,574,736,93,25,346,1,23,1585,20,52,11,53,0,192,1415,6052
State,Orissa,Koraput,42,34,1,41,0,41,32,29,3,2,0,21,85,141,16,125,39,6,34,2,8,60,4,126,10,54,0,191,579,1512
State,Orissa,Malkangir,30,19,0,12,0,12,9,7,2,1,0,7,11,30,4,26,29,2,3,0,3,49,2,20,6,12,0,24,111,380
State,Orissa,Mayurbhanj,98,54,0,74,0,74,32,29,3,6,5,47,96,290,29,261,30,13,48,4,12,352,16,176,22,68,0,231,760,2434
State,Orissa,Nayagarh,31,26,0,21,0,21,35,27,8,0,0,16,81,100,20,80,35,9,27,0,8,524,14,13,6,21,0,38,268,1273
State,Orissa,Nowrangpur,28,21,2,28,0,28,22,20,2,3,0,6,30,42,6,36,42,7,7,0,4,88,1,62,11,17,0,58,372,851
State,Orissa,Nuapada,17,13,0,5,0,5,14,11,3,1,0,4,30,59,7,52,20,5,21,1,7,65,8,43,4,17,0,24,391,749
State,Orissa,Puri,21,32,0,43,0,43,17,12,5,9,2,90,174,348,66,282,79,1,39,0,11,169,34,19,0,25,0,291,1405,2809
State,Orissa,Rayagada,31,22,7,23,0,23,14,14,0,1,0,7,45,59,9,50,39,5,29,1,1,2,2,71,4,23,0,147,255,788
State,Orissa,Rourkela,23,15,1,15,0,15,9,8,1,3,5,31,68,221,56,165,22,1,46,1,2,219,2,60,8,9,0,60,597,1418
State,Orissa,Sambalpur,46,30,0,27,0,27,15,11,4,17,3,82,169,259,35,224,80,9,29,1,16,337,5,70,6,29,0,82,815,2127
State,Orissa,Sonepur,9,19,0,16,0,16,12,9,3,0,0,8,24,45,2,43,27,0,9,0,3,142,0,64,2,4,0,12,70,466
State,Orissa,Srp(cuttack),2,0,0,0,0,0,2,0,2,2,0,11,5,207,41,166,0,1,4,0,0,29,0,1,0,1,0,0,78,343
State,Orissa,Srp(rourkela),6,0,0,1,0,1,2,2,0,2,2,10,9,103,8,95,3,1,3,0,0,1,0,4,1,0,0,3,130,281
State,Orissa,Sundargarh,85,60,0,43,0,43,42,35,7,20,1,38,84,212,40,172,34,18,17,0,9,443,2,77,5,12,0,256,464,1922
State,Orissa,Total,1210,1105,22,939,0,939,801,660,141,247,42,1273,3073,6830,1733,5097,1983,319,1263,30,411,7478,461,2775,241,728,0,3771,19870,54872
State,Punjab,Amritsar,43,46,11,21,0,21,48,46,2,2,9,21,137,445,152,293,0,28,267,9,2,251,5,20,6,78,0,103,590,2142
State,Punjab,Amritsar Rural,31,24,2,10,0,10,31,24,7,0,1,3,28,70,10,60,0,3,83,4,7,142,1,9,5,17,0,59,214,744
State,Punjab,Barnala,12,17,7,7,0,7,6,3,3,0,1,1,29,65,22,43,1,18,58,1,1,109,5,8,0,12,0,71,208,637
State,Punjab,Batala,25,36,2,15,0,15,19,16,3,2,0,0,64,144,31,113,0,7,170,2,0,204,2,18,0,54,0,55,230,1049
State,Punjab,Bhatinda,41,54,11,27,0,27,34,29,5,1,2,7,201,309,173,136,0,15,138,1,11,285,6,25,3,33,0,1,688,1893
State,Punjab,Faridkot,23,29,1,13,0,13,17,11,6,0,1,2,108,137,53,84,0,9,114,5,4,197,2,19,0,28,0,3,355,1067
State,Punjab,Fatehgarh Sahib,10,15,5,15,0,15,47,24,23,1,1,3,124,244,93,151,0,27,137,1,0,191,5,17,6,0,0,174,269,1292
State,Punjab,Ferozpur,48,48,7,33,0,33,33,24,9,0,2,0,135,199,70,129,0,23,145,2,6,506,5,21,0,44,0,130,481,1868
State,Punjab,G.r.p,14,0,2,2,0,2,1,0,1,0,3,0,3,34,3,31,0,0,6,1,0,22,2,2,0,0,0,0,214,306
State,Punjab,Gurdaspur,19,17,11,30,0,30,26,21,5,1,2,2,66,120,48,72,0,14,84,3,1,123,9,15,0,28,0,160,369,1100
State,Punjab,Hoshiarpur,43,39,5,27,0,27,25,15,10,1,0,2,106,210,57,153,0,10,168,2,8,352,6,18,0,71,0,211,386,1690
State,Punjab,Jagraon,10,24,5,15,0,15,10,8,2,0,7,0,44,100,31,69,0,10,56,2,0,151,1,8,5,24,0,82,320,874
State,Punjab,Jalandhar,63,118,32,54,0,54,113,82,31,5,11,11,332,630,285,345,0,12,537,8,14,615,12,48,2,120,0,240,878,3855
State,Punjab,Kapurthala,29,33,4,22,0,22,22,10,12,0,7,15,91,210,50,160,0,8,199,3,7,225,7,25,0,42,0,97,434,1480
